Vehicle Name,buying_price,selling_price,make_year,vehicle_age,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_powe_bhp,Seats
Maruti Swift Dzire ZDi,,3.5,2011,9,Individual,"1,20,000",First Owner,Diesel,Manual,19.3,,73.9,5
Maruti Alto K10 VXI,,3.8,2018,2,Individual,"30,000",First Owner,Petrol,Manual,23.95,,67.05,5
Hyundai Creta 1.4 CRDi S,12.11,8.8,2017,3,Individual,"60,000",First Owner,Diesel,Manual,21.38,,88.7,5
Honda Amaze EX i-Dtech,8.84,4.75,2014,6,Dealer,"67,000",First Owner,Diesel,Manual,25.8,,98.6,5
Maruti Ritz ZXi,,4.5,2015,5,Dealer,"67,600",First Owner,Petrol,Manual,18.5,,85.8,5
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,19.99,18,2016,4,Individual,"70,000",First Owner,Diesel,Automatic,11.36,,171.5,7
Jaguar XF 2.0 Diesel Prestige,,35,2017,3,Dealer,"34,600",First Owner,Diesel,Automatic,19.33,,177,5
Maruti Alto 800 LXI,,2.2,2013,7,Dealer,"66,516",First Owner,Petrol,Manual,22.74,,47.3,5
Maruti Ciaz 1.4 AT Zeta,9.7,7.8,2017,3,Dealer,"44,000",First Owner,Petrol,Automatic,19.12,,91.1,5
Tata Safari 2005-2017 DICOR 2.2 GX 4x2 BS IV,14.85,4,2012,8,Individual,"1,00,000",First Owner,Diesel,Manual,13.93,,138.1,7
Maruti Wagon R LXI DUO,,2.6,2012,8,Individual,"1,09,000",First Owner,LPG,Manual,14.4,,61.7,5
Mahindra Xylo D4,,5.5,2017,3,Individual,"50,000",First Owner,Diesel,Manual,14.95,,93.7,7
Mahindra Bolero 2011-2019 Plus AC,9.26,5,2012,8,Individual,"1,50,000",First Owner,Diesel,Manual,15.96,,62.1,9
Volkswagen Vento 1.6 Trendline BSIV,10.57,5,2013,7,Dealer,"49,361",First Owner,Petrol,Manual,16.09,,103.2,5
Hyundai i20 Sportz 1.2,7.7,5.5,2014,6,Individual,"44,000",First Owner,Petrol,Manual,18.5,,82.85,5
Hyundai Grand i10 CRDi Magna,,4.25,2016,4,Individual,"70,000",First Owner,Diesel,Manual,24,,70,5
Maruti Ertiga VXI,9,6.95,2016,4,Dealer,"27,000",First Owner,Petrol,Manual,19.01,,103.26,7
Renault Duster 85PS Diesel RxL,,5.6,2013,7,Dealer,"70,209",First Owner,Diesel,Manual,20.45,,83.8,5
Maruti Baleno Delta Automatic,6.7,5.99,2017,3,Individual,"25,000",First Owner,Petrol,Automatic,21.4,,83.1,5
Honda City i VTEC V,12.69,7.15,2016,4,Individual,"70,000",First Owner,Petrol,Manual,17.8,,117.3,5
Maruti Swift Dzire ZDI,,7.47,2018,2,Trustmark Dealer,"42,048",First Owner,Diesel,Manual,28.4,,74.02,5
Hyundai Venue SX Plus Turbo DCT BSIV,7.77,10,2019,1,Individual,"10,000",First Owner,Petrol,Automatic,18.15,,118.35,5
Maruti Wagon R VXI,5.38,3.8,2017,3,Individual,"60,000",First Owner,Petrol,Manual,20.51,,67.04,5
Nissan Micra XV,,2.25,2011,9,Dealer,"1,06,000",First Owner,Petrol,Manual,18.06,,75,5
Audi A3 35 TDI Premium Plus,,25,2019,1,Dealer,"12,100",First Owner,Diesel,Automatic,20.38,,143,5
Maruti Baleno Delta 1.2,6.69,5.5,2018,2,Dealer,"28,563",First Owner,Petrol,Manual,21.4,,83.1,5
Maruti SX4 S Cross DDiS 200 Zeta,,8.5,2016,4,Individual,"70,000",First Owner,Diesel,Manual,23.65,,88.5,5
Maruti Wagon R LXI Avance Edition,5.55,2.91,2012,8,Dealer,"66,000",First Owner,Petrol,Manual,20.51,,67.04,5
Maruti Alto K10 VXI,,3.5,2018,2,Individual,"35,000",First Owner,Petrol,Manual,23.95,,67.05,5
Maruti Alto 800 LXI Opt,3.44,3.5,2019,1,Individual,"1,200",First Owner,Petrol,Manual,22.05,,47.3,5
Hyundai Verna 1.6 CRDI,12.81,7,2013,7,Individual,"70,000",First Owner,Diesel,Manual,22.32,,126.3,5
Mahindra Scorpio 2009-2014 SLE 7S BSIII,15.44,4.4,2010,10,Individual,"44,000",First Owner,Diesel,Manual,12.05,,120,7
Hyundai i20 Active 1.2 SX with AVN,,6.8,2017,3,Individual,"50,000",First Owner,Petrol,Manual,17.19,,81.86,5
Hyundai Creta 1.6 CRDi SX Option,12.33,9.6,2016,4,Individual,"1,20,000",First Owner,Diesel,Manual,19.67,,126.2,5
Audi Q5 2.0 TDI,,20,2013,7,Dealer,"93,000",First Owner,Diesel,Automatic,14.16,,174.3,5
Volkswagen Ameo 1.2 MPI Comfortline,,5.75,2017,3,Dealer,"40,000",First Owner,Petrol,Manual,17,,73.75,5
Tata Vista Quadrajet LS,,2.5,2014,6,Individual,"1,00,000",First Owner,Diesel,Manual,22.3,,74,5
Hyundai Creta 1.6 VTVT SX Plus,,11.49,2017,3,Dealer,"34,000",First Owner,Petrol,Manual,13,,121.3,5
Hyundai Grand i10 CRDi Magna,,3.8,2015,5,Individual,"70,000",First Owner,Diesel,Manual,24,,70,5
Maruti Wagon R AMT VXI,5.57,4.95,2016,4,Dealer,"50,000",First Owner,Petrol,Automatic,20.51,,67,5
Mahindra XUV500 W6 2WD,16.75,8.5,2015,5,Dealer,"55,424",First Owner,Diesel,Manual,16,,140,7
Renault KWID RXT,3.98,3.8,2018,2,Dealer,"5,694",First Owner,Petrol,Manual,25.17,,53.3,5
Ford Figo 1.5D Trend MT,9.12,5.25,2016,4,Individual,"50,000",First Owner,Diesel,Manual,25.83,,99,5
Maruti Swift Dzire VXI 1.2 BS IV,7.06,6.57,2018,2,Dealer,"18,677",First Owner,Petrol,Manual,22,,81.8,5
Hyundai Santro Xing XL AT eRLX Euro II,,2.65,2008,12,Dealer,"59,106",First Owner,Petrol,Automatic,17,,null ,5
Renault KWID 1.0 RXT Optional,3.98,4.5,2018,2,Dealer,"9,200",First Owner,Petrol,Manual,23.01,,67,5
Maruti SX4 S Cross DDiS 200 Sigma Option,,6.9,2016,4,Dealer,"55,000",First Owner,Diesel,Manual,15,,88.5,5
Maruti Swift VDI,,6.25,2018,2,Dealer,"36,000",First Owner,Diesel,Manual,28.4,,74,5
Maruti Ciaz Alpha BSIV,9.69,9.95,2019,1,Individual,"10,000",First Owner,Petrol,Manual,21.56,,103.25,5
Maruti Swift Dzire VDI,,6.9,2018,2,Individual,"50,000",First Owner,Diesel,Manual,28.4,,74.02,5
Volkswagen Vento Diesel Trendline,,4,2011,9,Individual,"50,000",First Owner,Diesel,Manual,20.54,,103.6,5
Maruti Swift Dzire VXI,6.74,5.85,2015,5,Individual,"10,000",First Owner,Petrol,Manual,20.85,,83.14,5
Honda Amaze VX i-DTEC,,4.25,2013,7,Dealer,"92,000",First Owner,Diesel,Manual,25.8,,98.6,5
Ford Figo Diesel ZXI,9.02,2.8,2010,10,Dealer,"54,523",First Owner,Diesel,Manual,20,,68,5
Hyundai EON Magna Plus,,2.25,2012,8,Individual,"26,000",First Owner,Petrol,Manual,21.1,,55.2,5
Ford Figo 1.2P Titanium MT,,5.25,2016,4,Dealer,"25,780",First Owner,Petrol,Manual,18.16,,86.8,5
Toyota Fortuner 3.0 Diesel,38.8,11.85,2010,10,Dealer,"1,31,000",First Owner,Diesel,Manual,11.5,,171,7
Mahindra Xylo E8,,3.25,2010,10,Individual,"1,20,000",First Owner,Diesel,Manual,14,,112,8
Maruti Swift Dzire VXI,6.74,4.5,2015,5,Individual,"30,000",First Owner,Petrol,Manual,20.85,,83.14,5
Maruti Ciaz 1.4 Alpha,10.13,8.5,2018,2,Dealer,"65,120",First Owner,Petrol,Manual,20.73,,91.1,5
Maruti Swift AMT ZDI,,5.5,2018,2,Individual,"50,000",First Owner,Diesel,Automatic,28.4,,74,5
Hyundai Creta 1.6 VTVT SX Plus,,11.49,2017,3,Dealer,"66,000",First Owner,Petrol,Manual,13,,121.3,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,,5.65,2019,1,Dealer,"7,000",First Owner,Petrol,Manual,18.9,,81.86,5
Tata Safari 2005-2017 DICOR 2.2 EX 4x2,14.85,1.05,2007,13,Dealer,"74,555",First Owner,Diesel,Manual,11.57,,138.1,7
Maruti Alto K10 VXI AGS Optional,,4.1,2018,2,Individual,"25,000",First Owner,Petrol,Automatic,23.95,,67.1,5
Mercedes-Benz CLA 200 CDI Style,,22.5,2016,4,Dealer,"52,800",First Owner,Diesel,Automatic,17.9,,134.1,5
Hyundai i20 Sportz 1.4 CRDi,9.34,4.15,2013,7,Individual,"90,000",First Owner,Diesel,Manual,21.9,,88.76,5
Honda Brio 1.2 VX MT,,4.4,2013,7,Dealer,"23,748",First Owner,Petrol,Manual,18.5,,86.8,5
Maruti Ciaz ZDi SHVS,,6,2017,3,Individual,"60,000",First Owner,Diesel,Manual,28.09,,88.5,5
Tata Indica DLS,,70000,2009,11,Individual,"1,50,000",First Owner,Diesel,Manual,17.2,,53.5,5
Maruti Swift Dzire VDi,,2.95,2008,12,Dealer,"79,000",First Owner,Diesel,Manual,19.3,,73.9,5
Maruti Alto LXi,,2.35,2012,8,Dealer,"67,000",First Owner,Petrol,Manual,19.7,,46.3,5
Hyundai i20 Asta Option 1.2,7.87,6.21,2016,4,Dealer,"51,000",First Owner,Petrol,Manual,18.6,,81.83,5
Mahindra Bolero 2011-2019 ZLX BSIII,9.63,6.25,2014,6,Dealer,"89,000",First Owner,Diesel,Manual,15.96,,62.1,7
Hyundai EON Sportz,,3.1,2013,7,Dealer,"55,000",First Owner,Petrol,Manual,21.1,,55.2,5
Maruti Alto LXi,,1.75,2009,11,Dealer,"26,097",First Owner,Petrol,Manual,19.7,,46.3,5
Volkswagen Polo 1.5 TDI Highline,,6.25,2015,5,Dealer,"61,000",First Owner,Diesel,Manual,20.14,,88.8,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,7.01,4,2014,6,Dealer,"44,904",First Owner,Petrol,Manual,18.9,,81.86,5
Maruti Swift VDI,,3.6,2011,9,Dealer,"1,33,592",First Owner,Diesel,Manual,28.4,,74,5
Audi Q7 2006-2020 3.0 TDI quattro,,19.5,2012,8,Dealer,"1,30,000",First Owner,Diesel,Automatic,12.07,,241.4,7
Maruti Ritz LDi,,4.15,2016,4,Individual,"70,000",First Owner,Diesel,Manual,23.2,,73.94,5
Toyota Innova 2.5 G (Diesel) 7 Seater,,4,2008,12,Dealer,"1,19,440",First Owner,Diesel,Manual,12.99,,100.6,7
Jeep Compass 2.0 Limited,,17.5,2018,2,Dealer,"4,000",First Owner,Diesel,Manual,17.1,,170,5
Tata Indigo LS (TDI) BS-III,,3.24,2016,4,Individual,"1,20,000",First Owner,Diesel,Manual,19.09,,69.01,5
Ford Aspire 1.5 TDCi Titanium,9.98,6.75,2017,3,Dealer,"54,000",First Owner,Diesel,Manual,25.83,,99,5
Maruti S-Presso VXI Plus,4.23,4.9,2020,0,Individual,"1,000",First Owner,Petrol,Manual,21.7,,67,5
Maruti Ciaz Alpha Diesel,,10.95,2018,2,Dealer,"30,000",First Owner,Diesel,Manual,28.09,,88.5,5
Maruti Zen Estilo 1.1 LXI BSIII,,1.2,2008,12,Individual,"80,000",First Owner,Petrol,Manual,18.2,,64,5
Hyundai i20 Asta 1.4 CRDi,9.59,6,2015,5,Dealer,"72,000",First Owner,Diesel,Manual,21.27,,88.76,5
Maruti Alto LXi,,1.85,2007,13,Dealer,"86,156",First Owner,Petrol,Manual,19.7,,46.3,5
Honda Jazz 1.5 S i DTEC,,5.9,2016,4,Dealer,"65,000",First Owner,Diesel,Manual,27.3,,98.6,5
Volkswagen Vento Diesel Highline,,4.15,2011,9,Dealer,"56,238",First Owner,Diesel,Manual,20.54,,103.6,5
Maruti 800 AC BSII,,45000,2001,19,Individual,"70,000",First Owner,Petrol,Manual,16.1,,37,4
Maruti Vitara Brezza VDi,,9.1,2019,1,Dealer,"66,622",First Owner,Diesel,Manual,24.3,,88.5,5
Maruti Swift VDI BSIV,,4,2014,6,Individual,"1,00,000",First Owner,Diesel,Manual,25.2,,74,5
Toyota Innova 2.5 G4 Diesel 8-seater,,5.18,2010,10,Individual,"80,000",First Owner,Diesel,Manual,12.8,,102,8
Maruti Swift VDI Optional,,6.3,2017,3,Dealer,"70,000",First Owner,Diesel,Manual,25.2,,74,5
Maruti Alto LXi,,1.85,2012,8,Individual,"60,000",First Owner,Petrol,Manual,19.7,,46.3,5
Maruti Alto 800 LXI,3.52,3.27,2018,2,Trustmark Dealer,"15,453",First Owner,Petrol,Manual,24.7,,47.3,5
Chevrolet Sail Hatchback LS ABS,,2,2013,7,Individual,"1,10,000",First Owner,Diesel,Manual,22.1,,76.9,5
Maruti Alto K10 LXI,,2.65,2015,5,Individual,"70,000",First Owner,Petrol,Manual,23.95,,67.05,5
Renault Triber RXZ,6.07,8,2020,0,Individual,"5,600",First Owner,Petrol,Manual,20,,71,7
Hyundai Grand i10 CRDi Sportz,,4.2,2015,5,Dealer,"1,42,996",First Owner,Diesel,Manual,24,,70,5
Chevrolet Spark 1.0 LS,,1.9,2011,9,Individual,"65,000",First Owner,Petrol,Manual,18,,62,5
Mahindra Thar CRDe,14.87,7.99,2016,4,Dealer,"62,000",First Owner,Diesel,Manual,16.55,,105,6
Volkswagen Polo 2015-2019 1.5 TDI Highline,,7.9,2017,3,Individual,"50,000",First Owner,Diesel,Manual,20.14,,88,5
Tata Hexa XM,14.1,8,2018,2,Individual,"25,000",First Owner,Diesel,Manual,17.6,,153.86,7
Tata Hexa XM Plus,14.1,13.8,2019,1,Dealer,"34,293",First Owner,Diesel,Manual,17.6,,153.86,7
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,,9.8,2018,2,Individual,"50,000",First Owner,Diesel,Manual,23,,98.96,5
Maruti S-Presso VXI,4.3,4.2,2019,1,Individual,"5,000",First Owner,Petrol,Manual,21.7,,67,5
Maruti Wagon R VXI,5.55,3.1,2014,6,Dealer,"76,470",First Owner,Petrol,Manual,20.51,,67.04,5
Maruti Wagon R VXI,5.57,3.09,2011,9,Dealer,"78,010",First Owner,Petrol,Manual,20.51,,67.04,5
Mahindra Marazzo M8 8Str,14.55,13.35,2019,1,Dealer,"33,000",First Owner,Diesel,Manual,17.3,,121,8
Maruti Swift Dzire Vdi BSIV,,5.3,2014,6,Dealer,"1,01,931",First Owner,Diesel,Manual,19.3,,73.9,5
Renault Scala Diesel RxE,,3.8,2014,6,Individual,"1,20,000",First Owner,Diesel,Manual,21.64,,84.8,5
Maruti Swift VDI,,6,2018,2,Individual,"1,10,000",First Owner,Diesel,Manual,28.4,,74,5
Maruti Swift LDI Optional,,5.75,2016,4,Dealer,"82,000",First Owner,Diesel,Manual,25.2,,74,5
Hyundai i20 Sportz 1.4 CRDi,9.74,5.4,2015,5,Dealer,"90,000",First Owner,Diesel,Manual,21.9,,88.76,5
Maruti Alto 800 LXI,3.65,3,2015,5,Dealer,"35,236",First Owner,Petrol,Manual,22.74,,47.3,5
Hyundai Santro Xing XL,,1,2006,14,Individual,"80,000",First Owner,Petrol,Manual,0,,null ,5
Hyundai Verna CRDi 1.6 SX,13.1,9,2018,2,Dealer,"75,000",First Owner,Diesel,Manual,22,,126.2,5
Maruti Alto K10 VXI,,3.5,2015,5,Individual,"25,000",First Owner,Petrol,Manual,23.95,,67.05,5
Mahindra TUV 300 T8,,7.25,2016,4,Dealer,"58,000",First Owner,Diesel,Manual,18.49,,100,7
Mahindra XUV500 W8 2WD,16.67,8.5,2015,5,Dealer,"63,516",First Owner,Diesel,Manual,15.1,,140,7
Mercedes-Benz A Class A180 CDI,,15.5,2014,6,Dealer,"51,000",First Owner,Diesel,Automatic,20,,107.3,5
Maruti Ciaz 1.4 Alpha,9.8,8.4,2018,2,Dealer,"14,000",First Owner,Petrol,Manual,20.73,,91.1,5
Maruti Wagon R VXI 1.2,5.55,4.9,2019,1,Dealer,"11,400",First Owner,Petrol,Manual,20.52,,81.8,5
Maruti Celerio VXI AT,5.3,4.65,2014,6,Dealer,"39,000",First Owner,Petrol,Automatic,23.1,,67.04,5
Hyundai Xcent 1.1 CRDi SX Option,,5.75,2014,6,Dealer,"54,000",First Owner,Diesel,Manual,24.4,,71,5
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,10.3,8.5,2018,2,Individual,"60,000",First Owner,Diesel,Manual,23,,98.96,5
Hyundai i10 Magna,,1.45,2009,11,Individual,"80,000",First Owner,Petrol,Manual,20.36,,78.9,5
BMW 3 Series GT 320d Luxury Line,51.44,30,2015,5,Dealer,"40,000",First Owner,Diesel,Automatic,19.59,,184,5
Fiat Grande Punto EVO 1.3 Dynamic,,2.7,2014,6,Individual,"1,35,000",First Owner,Diesel,Manual,21.2,,75,5
Hyundai Xcent 1.2 Kappa S,,5.11,2016,4,Individual,"33,500",First Owner,Petrol,Manual,19.1,,82,5
Honda City i DTEC V,,5.8,2014,6,Individual,"98,000",First Owner,Diesel,Manual,26,,98.6,5
Hyundai Grand i10 Asta Option,,6,2017,3,Individual,"25,000",First Owner,Petrol,Manual,18.9,,82,5
Maruti Baleno Zeta 1.3,,6.45,2017,3,Dealer,"75,000",First Owner,Diesel,Manual,27.39,,74,5
Maruti Swift VDI,,6.2,2016,4,Dealer,"46,852",First Owner,Diesel,Manual,22.9,,74,5
Hyundai Santro Xing XL eRLX Euro III,,1.61,2006,14,Individual,"85,000",First Owner,Petrol,Manual,17,,null ,5
Honda City 2017-2020 GXi,12.77,2.35,2008,12,Dealer,"70,000",First Owner,Petrol,Manual,17.7,,78,5
Maruti XL6 Alpha,11.31,11.5,2020,0,Dealer,"14,000",First Owner,Petrol,Manual,19.01,,103.2,6
Maruti Ritz LDi,,3.85,2016,4,Dealer,"75,000",First Owner,Diesel,Manual,23.2,,73.94,5
Mahindra Xylo D4,,5,2017,3,Individual,"1,20,000",First Owner,Diesel,Manual,14.95,,93.7,7
Mahindra Thar CRDe,14.84,8.5,2017,3,Individual,"30,000",First Owner,Diesel,Manual,16.55,,105,6
Maruti Celerio VDi,,2.9,2015,5,Individual,"50,000",First Owner,Diesel,Manual,27.62,,47,5
Mercedes-Benz B-Class B180 Sport,,30,2017,3,Individual,"10,000",First Owner,Petrol,Automatic,14.8,,120.69,5
Maruti Swift Ldi BSIV,,2.5,2010,10,Individual,"1,00,000",First Owner,Diesel,Manual,17.8,,75,5
Maruti Wagon R LXI Optional,5.4,3.25,2016,4,Individual,"40,000",First Owner,Petrol,Manual,20.51,,67.04,5
Maruti Ciaz ZDi SHVS,,6.51,2016,4,Individual,"99,000",First Owner,Diesel,Manual,28.09,,88.5,5
Chevrolet Sail Hatchback LS ABS,,3.65,2013,7,Individual,"60,000",First Owner,Diesel,Manual,22.1,,76.9,5
Datsun GO Plus T BSIV,4.75,3.5,2017,3,Individual,"35,000",First Owner,Petrol,Manual,19.44,,67,7
Hyundai Santro LP - Euro II,5.33,90000,2007,13,Individual,"90,000",First Owner,Petrol,Manual,0,,null ,5
Toyota Corolla Altis VL AT,,13.75,2016,4,Dealer,"38,000",First Owner,Petrol,Automatic,14.28,,138.03,5
Volkswagen Polo Diesel Comfortline 1.2L,,4,2013,7,Individual,"60,000",First Owner,Diesel,Manual,22.07,,73.9,5
Honda City 1.5 E MT,12.58,3.2,2009,11,Individual,"80,000",First Owner,Petrol,Manual,17,,118,5
Mahindra XUV500 W10 2WD,,13.5,2015,5,Dealer,"87,000",First Owner,Diesel,Manual,16,,140,7
Maruti Swift VXI BSIV,6.37,5.4,2015,5,Dealer,"43,000",First Owner,Petrol,Manual,22,,81.8,5
Maruti Baleno Delta CVT,6.84,6.7,2017,3,Dealer,"35,000",First Owner,Petrol,Automatic,19.56,,81.8,5
Honda City 1.5 E MT,,3.5,2009,11,Dealer,"68,759",First Owner,Petrol,Manual,17,,118,5
Audi A3 35 TDI Technology Navigation,,24.01,2019,1,Dealer,"45,000",First Owner,Diesel,Automatic,20.38,,143,5
Volkswagen Polo Petrol Highline 1.6L,6.77,4.41,2015,5,Dealer,"87,566",First Owner,Petrol,Manual,15.26,,103.5,5
Honda Mobilio V i DTEC,,5.75,2014,6,Dealer,"78,224",First Owner,Diesel,Manual,24.2,,98.6,7
Ford Aspire 1.2 Ti-VCT Trend,6.91,5.9,2017,3,Individual,"20,000",First Owner,Petrol,Manual,18.16,,86.8,5
Skoda Rapid 1.6 MPI AT Style BSIV,9.07,6.85,2016,4,Dealer,"31,800",First Owner,Petrol,Automatic,14.84,,103.2,5
Hyundai Creta 1.6 SX Automatic,11.36,13.5,2019,1,Individual,"5,000",First Owner,Petrol,Automatic,14.8,,121.3,5
Chevrolet Cruze LTZ,,4.5,2013,7,Dealer,"83,765",First Owner,Diesel,Manual,17.3,,163.7,5
Maruti Wagon R AMT VXI Plus,5.55,4.35,2017,3,Dealer,"41,000",First Owner,Petrol,Automatic,20.51,,67,5
Maruti Baleno Alpha Diesel,,8.5,2018,2,Dealer,"60,000",First Owner,Diesel,Manual,27.39,,74,5
Renault KWID RXT BSIV,3.68,4.29,2020,0,Individual,"4,000",First Owner,Petrol,Manual,25.17,,53.3,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,10.31,5.99,2015,5,Dealer,"69,000",First Owner,Diesel,Manual,22.77,,98.59,5
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,19.99,15,2016,4,Individual,"1,20,000",First Owner,Diesel,Automatic,11.36,,171.5,7
Maruti Ciaz 1.4 Alpha,9.8,9.9,2018,2,Dealer,"29,349",First Owner,Petrol,Manual,20.73,,91.1,5
Audi A4 30 TFSI Technology,52.3,34,2018,2,Dealer,"17,000",First Owner,Petrol,Automatic,17.84,,147.51,5
Toyota Fortuner 4x4 MT,39.55,14,2012,8,Dealer,"74,896",First Owner,Diesel,Manual,12.55,,168.5,7
BMW 3 Series 320d Sedan,51.04,9.25,2010,10,Dealer,"51,000",First Owner,Diesel,Automatic,16.07,,181,5
Honda CR-V 2.4 MT,33.81,4.75,2007,13,Dealer,"87,000",First Owner,Petrol,Manual,10.8,,152,5
Maruti Swift VDI,,4.5,2013,7,Dealer,"77,831",First Owner,Diesel,Manual,22.9,,74,5
Maruti Celerio ZXI,,4.95,2019,1,Dealer,"58,000",First Owner,Petrol,Manual,21.63,,67.04,5
Maruti Swift Dzire LDI,,5.6,2017,3,Individual,"1,20,000",First Owner,Diesel,Manual,28.4,,74.02,5
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,,10.35,2012,8,Dealer,"63,000",First Owner,Diesel,Manual,12.99,,100,8
Maruti Ciaz 1.4 Alpha,,7.95,2017,3,Dealer,"32,000",First Owner,Petrol,Manual,20.73,,91.1,5
Hyundai Grand i10 Era,7.12,4.05,2015,5,Dealer,"45,000",First Owner,Petrol,Manual,18.9,,82,5
Honda Amaze S i-Vtech,7.35,5.5,2014,6,Individual,"20,000",First Owner,Petrol,Manual,18,,86.7,5
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,20.01,19.25,2018,2,Dealer,"65,750",First Owner,Diesel,Manual,13.68,,147.8,8
Tata Tiago 1.05 Revotorq XM,,4.25,2018,2,Individual,"60,000",First Owner,Diesel,Manual,27.28,,69,5
Toyota Innova 2.5 ZX Diesel 7 Seater,,16.11,2016,4,Dealer,"44,236",First Owner,Diesel,Manual,12.99,,100.6,7
Maruti Alto 800 LXI,3.52,2.9,2018,2,Dealer,"80,000",First Owner,Petrol,Manual,22.74,,47.3,5
Maruti Ritz LDi,,3,2016,4,Individual,"70,000",First Owner,Diesel,Manual,23.2,,73.94,5
Land Rover Range Rover Sport SE,,63,2014,6,Dealer,"40,000",First Owner,Diesel,Automatic,12.65,,255,5
Maruti Wagon R VXI with ABS,5.36,3.75,2015,5,Individual,"60,000",First Owner,Petrol,Manual,20.51,,67.06,5
Tata Safari Storme VX,,8,2015,5,Individual,"1,47,000",First Owner,Diesel,Manual,14,,138.1,7
Renault KWID RXT Optional,3.68,3.5,2017,3,Dealer,"40,000",First Owner,Petrol,Manual,25.17,,53.3,5
Maruti Eeco 5 STR With AC Plus HTR CNG,6.1,2.6,2010,10,Dealer,"97,438",First Owner,CNG,Manual,15.1,,73,5
Mahindra TUV 300 mHAWK100 T8,,7.25,2015,5,Dealer,"65,500",First Owner,Diesel,Manual,18.49,,100,7
Datsun RediGO 1.0 S,3.35,2.55,2018,2,Individual,"30,000",First Owner,Petrol,Manual,22.5,,67,5
BMW 6 Series GT 630d Luxury Line,79.15,64,2018,2,Dealer,"12,000",First Owner,Diesel,Automatic,17.09,,261.4,4
Audi Q3 35 TDI Quattro Premium Plus,,22,2015,5,Individual,"54,000",First Owner,Diesel,Automatic,15.17,,181,5
Renault KWID RXT,3.84,3.1,2015,5,Individual,"30,000",First Owner,Petrol,Manual,25.17,,53.3,5
Mercedes-Benz GL-Class Progressive 220d,75.15,51,2018,2,Dealer,"20,000",First Owner,Diesel,Automatic,17.9,,167.6,5
Maruti Swift Dzire ZDI,,5.52,2016,4,Individual,"90,000",First Owner,Diesel,Manual,26.59,,74,5
Chevrolet Spark 1.0 LT,,1.1,2008,12,Individual,"60,000",First Owner,Petrol,Manual,18,,62,5
Hyundai Grand i10 CRDi Sportz,,5.2,2016,4,Individual,"37,400",First Owner,Diesel,Manual,24,,70,5
Hyundai Creta 1.6 VTVT SX Plus,,9.2,2016,4,Dealer,"39,000",First Owner,Petrol,Manual,13,,121.3,5
Hyundai i20 Petrol CVT Asta,7.7,7.5,2019,1,Individual,"10,000",First Owner,Petrol,Automatic,17.4,,81.86,5
Maruti Swift VDI BSIV,,4.35,2012,8,Dealer,"65,230",First Owner,Diesel,Manual,17.8,,null ,5
Hyundai i20 2015-2017 Asta 1.2,7.98,5.9,2014,6,Dealer,"58,000",First Owner,Petrol,Manual,18.6,,81.83,5
Maruti Alto K10 2010-2014 VXI,,2.54,2012,8,Individual,"60,000",First Owner,Petrol,Manual,20.92,,67.1,5
Maruti Ciaz RS ZDi Plus SHVS,,6.5,2016,4,Individual,"50,000",First Owner,Diesel,Manual,28.09,,88.5,5
Ford Figo Diesel ZXI,,3.6,2014,6,Individual,"60,000",First Owner,Diesel,Manual,20,,68.05,5
Renault KWID RXT,3.68,3.25,2015,5,Dealer,"68,000",First Owner,Petrol,Manual,25.17,,53.3,5
Hyundai i20 Asta 1.4 CRDi,9.74,6.9,2017,3,Trustmark Dealer,"89,823",First Owner,Diesel,Manual,22.54,,88.73,5
Maruti Swift Dzire VXI,6.98,6.25,2015,5,Dealer,"43,000",First Owner,Petrol,Manual,20.85,,83.14,5
Maruti Wagon R VXI BS IV,5.37,3.9,2013,7,Dealer,"37,000",First Owner,Petrol,Manual,18.9,,67.1,5
Maruti Swift Dzire VXI,6.89,5.25,2016,4,Individual,"20,000",First Owner,Petrol,Manual,20.85,,83.14,5
Hyundai i10 Sportz AT,,2.85,2011,9,Dealer,"82,000",First Owner,Petrol,Automatic,16.95,,78.9,5
Hyundai i10 Sportz,,3.55,2012,8,Dealer,"63,000",First Owner,Petrol,Manual,20.36,,78.9,5
Maruti Swift Dzire LDI,,3.9,2014,6,Individual,"1,10,000",First Owner,Diesel,Manual,23.4,,74,5
Maruti Swift VXI,6.54,3.7,2013,7,Individual,"50,000",First Owner,Petrol,Manual,18.6,,85.8,5
Maruti Swift VXI,6.46,2.8,2010,10,Dealer,"85,520",First Owner,Petrol,Manual,22,,81.8,5
Mahindra TUV 300 mHAWK100 T8,,7.5,2017,3,Dealer,"70,000",First Owner,Diesel,Manual,18.49,,100,7
Hyundai Verna VTVT 1.6 SX Option,10.27,11.7,2019,1,Individual,"10,000",First Owner,Petrol,Manual,17,,121.3,5
