sl_no,vehicle_name,buying_price,selling_price,make_year,vehicle_age,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage
2597,Mahindra Thar CRDe,1484000,850000,2017,3,Individual,30000,First Owner,Diesel,Manual,16.55
2598,Maruti Wagon R LXI Optional,540000,325000,2016,4,Individual,40000,First Owner,Petrol,Manual,20.51
2599,Datsun GO Plus T BSIV,475000,350000,2017,3,Individual,35000,First Owner,Petrol,Manual,19.44
2600,Hyundai Santro LP - Euro II,533000,410065408,2007,13,Individual,90000,First Owner,Petrol,Manual,0
2601,Honda City 1.5 E MT,1258000,320000,2009,11,Individual,80000,First Owner,Petrol,Manual,17
2602,Maruti Swift VXI BSIV,637000,540000,2015,5,Dealer,43000,First Owner,Petrol,Manual,22
2603,Maruti Baleno Delta CVT,684000,670000,2017,3,Dealer,35000,First Owner,Petrol,Automatic,19.56
2604,Volkswagen Polo Petrol Highline 1.6L,677000,441000,2015,5,Dealer,87566,First Owner,Petrol,Manual,15.26
2605,Ford Aspire 1.2 Ti-VCT Trend,691000,590000,2017,3,Individual,20000,First Owner,Petrol,Manual,18.16
2606,Skoda Rapid 1.6 MPI AT Style BSIV,907000,685000,2016,4,Dealer,31800,First Owner,Petrol,Automatic,14.84
2607,Hyundai Creta 1.6 SX Automatic,1136000,1350000,2019,1,Individual,5000,First Owner,Petrol,Automatic,14.8
2608,Maruti Wagon R AMT VXI Plus,555000,434999,2017,3,Dealer,41000,First Owner,Petrol,Automatic,20.51
2609,Renault KWID RXT BSIV,368000,429000,2020,0,Individual,4000,First Owner,Petrol,Manual,25.17
2610,Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,1031000,599000,2015,5,Dealer,69000,First Owner,Diesel,Manual,22.77
2611,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,1998999,1500000,2016,4,Individual,120000,First Owner,Diesel,Automatic,11.36
2612,Maruti Ciaz 1.4 Alpha,980000,990000,2018,2,Dealer,29349,First Owner,Petrol,Manual,20.73
2613,Audi A4 30 TFSI Technology,5230000,3400000,2018,2,Dealer,17000,First Owner,Petrol,Automatic,17.84
2614,Toyota Fortuner 4x4 MT,3954999,1400000,2012,8,Dealer,74896,First Owner,Diesel,Manual,12.55
2615,BMW 3 Series 320d Sedan,5104000,925000,2010,10,Dealer,51000,First Owner,Diesel,Automatic,16.07
2616,Honda CR-V 2.4 MT,3381000,475000,2007,13,Dealer,87000,First Owner,Petrol,Manual,10.8
2617,Hyundai Grand i10 Era,712000,405000,2015,5,Dealer,45000,First Owner,Petrol,Manual,18.9
2618,Honda Amaze S i-Vtech,735000,550000,2014,6,Individual,20000,First Owner,Petrol,Manual,18
2619,Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,2001000,1925000,2018,2,Dealer,65750,First Owner,Diesel,Manual,13.68
2620,Maruti Alto 800 LXI,352000,290000,2018,2,Dealer,80000,First Owner,Petrol,Manual,22.74
2621,Maruti Wagon R VXI with ABS,536000,375000,2015,5,Individual,60000,First Owner,Petrol,Manual,20.51
2622,Renault KWID RXT Optional,368000,350000,2017,3,Dealer,40000,First Owner,Petrol,Manual,25.17
2623,Maruti Eeco 5 STR With AC Plus HTR CNG,610000,260000,2010,10,Dealer,97438,First Owner,CNG,Manual,15.1
2624,Datsun RediGO 1.0 S,335000,254999,2018,2,Individual,30000,First Owner,Petrol,Manual,22.5
2625,BMW 6 Series GT 630d Luxury Line,7915000,6400000,2018,2,Dealer,12000,First Owner,Diesel,Automatic,17.09
2626,Renault KWID RXT,384000,310000,2015,5,Individual,30000,First Owner,Petrol,Manual,25.17
2627,Mercedes-Benz GL-Class Progressive 220d,7515000,5100000,2018,2,Dealer,20000,First Owner,Diesel,Automatic,17.9
2628,Hyundai i20 Petrol CVT Asta,770000,750000,2019,1,Individual,10000,First Owner,Petrol,Automatic,17.4
2629,Hyundai i20 2015-2017 Asta 1.2,798000,590000,2014,6,Dealer,58000,First Owner,Petrol,Manual,18.6
2630,Renault KWID RXT,368000,325000,2015,5,Dealer,68000,First Owner,Petrol,Manual,25.17
2631,Hyundai i20 Asta 1.4 CRDi,974000,690000,2017,3,Trustmark Dealer,89823,First Owner,Diesel,Manual,22.54
2632,Maruti Swift Dzire VXI,698000,625000,2015,5,Dealer,43000,First Owner,Petrol,Manual,20.85
2633,Maruti Wagon R VXI BS IV,537000,390000,2013,7,Dealer,37000,First Owner,Petrol,Manual,18.9
2634,Maruti Swift Dzire VXI,689000,525000,2016,4,Individual,20000,First Owner,Petrol,Manual,20.85
2635,Maruti Swift VXI,654000,370000,2013,7,Individual,50000,First Owner,Petrol,Manual,18.6
2636,Maruti Swift VXI,646000,280000,2010,10,Dealer,85520,First Owner,Petrol,Manual,22
2637,Hyundai Verna VTVT 1.6 SX Option,1027000,1170000,2019,1,Individual,10000,First Owner,Petrol,Manual,17
2638,Mahindra Scorpio VLX 2WD AIRBAG BSIV,1544000,700000,2013,7,Individual,209000,First Owner,Diesel,Manual,12.05
2639,Ford Ecosport 1.5 Ti VCT AT Titanium,935000,800000,2015,5,Dealer,60172,First Owner,Petrol,Automatic,16.5
2640,Hyundai Verna 1.6 SX,1230000,500000,2013,7,Individual,66000,First Owner,Diesel,Manual,22.32
2641,Hyundai i20 Sportz Plus Diesel,960000,900000,2019,1,Dealer,47527,First Owner,Diesel,Manual,22.54
2642,Mahindra Scorpio 2.6 CRDe,1550000,310000,2007,13,Dealer,75823,First Owner,Diesel,Manual,10.5
2643,Mahindra XUV500 AT W10 1.99 mHawk,1667000,1275000,2016,4,Dealer,56500,First Owner,Diesel,Automatic,16
2644,Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,3940999,2700000,2018,2,Individual,70000,First Owner,Diesel,Manual,14.24
2645,Mahindra XUV500 W11 BSIV,1667000,1550000,2018,2,Dealer,40328,First Owner,Diesel,Manual,15.1
2646,Hyundai Verna SX CRDi AT,1285000,580000,2012,8,Dealer,91462,First Owner,Diesel,Automatic,19.08
2647,Ford Ecosport 1.5 DV5 MT Titanium Optional,1016000,575000,2013,7,Dealer,81000,First Owner,Diesel,Manual,22.7
2648,Hyundai Creta 1.6 SX Automatic Diesel,1211000,1550000,2019,1,Dealer,10000,First Owner,Diesel,Automatic,17.6
2649,Tata Safari 2005-2017 DICOR 2.2 EX 4x2 BS IV,1485000,285000,2012,8,Individual,80000,First Owner,Diesel,Manual,13.93
2650,Ford Figo Diesel ZXI,906000,395000,2013,7,Dealer,76000,First Owner,Diesel,Manual,20
2651,BMW 5 Series 530d,7322000,1698999,2011,9,Dealer,136000,First Owner,Diesel,Automatic,16.2
2652,Maruti Baleno Delta,684000,640000,2019,1,Dealer,14000,First Owner,Petrol,Manual,21.01
2653,Honda City i VTEC VX Option,1285000,850000,2017,3,Dealer,71000,First Owner,Petrol,Manual,17.8
2654,Tata Nexon 1.5 Revotorq XZ Plus,1002999,889000,2018,2,Dealer,80000,First Owner,Diesel,Manual,21.5
2655,Hyundai i10 Magna 1.2,712000,320000,2010,10,Dealer,52221,First Owner,Petrol,Manual,20.36
2656,BMW X3 xDrive20d,7498000,1850000,2012,8,Dealer,80000,First Owner,Diesel,Automatic,16.09
2657,Ford Freestyle Titanium Plus Diesel BSIV,933000,771000,2018,2,Individual,25000,First Owner,Diesel,Manual,24.4
2658,BMW X5 xDrive 30d,9059000,3500000,2015,5,Dealer,70000,First Owner,Diesel,Automatic,15.3
2659,Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,914000,400000,2015,5,Individual,120000,First Owner,Diesel,Manual,15.96
2660,Hyundai i20 Asta Option BSIV,787000,735000,2019,1,Individual,12000,First Owner,Petrol,Manual,18.6
2661,Ford Figo 1.5D Titanium MT,919999,595000,2016,4,Dealer,61706,First Owner,Diesel,Manual,25.83
2662,Tata Tiago 1.2 Revotron XZ,529000,500000,2019,1,Individual,6500,First Owner,Petrol,Manual,23.84
2663,Mahindra XUV500 W8 4WD,1660000,760000,2013,7,Dealer,72423,First Owner,Diesel,Manual,15.1
2664,Hyundai Verna 1.6 SX,1285000,520000,2013,7,Individual,90000,First Owner,Diesel,Manual,22.32
2665,Hyundai i20 1.4 Asta,959000,725000,2018,2,Individual,60000,First Owner,Diesel,Manual,22.54
2666,Maruti Baleno Alpha 1.2,730000,629000,2015,5,Dealer,43642,First Owner,Petrol,Manual,21.4
2667,Mahindra XUV500 W8 2WD,1660000,800000,2012,8,Individual,100000,First Owner,Diesel,Manual,15.1
2668,Maruti Swift Dzire ZXI 1.2 BS IV,687000,650000,2018,2,Individual,12500,First Owner,Petrol,Manual,22
2669,Honda Amaze VX i-DTEC,900000,484999,2014,6,Dealer,78000,First Owner,Diesel,Manual,25.8
2670,Hyundai Creta 1.6 CRDi SX,1233000,1025000,2016,4,Dealer,85204,First Owner,Diesel,Manual,19.67
2671,Maruti Baleno Delta Automatic,683000,625000,2016,4,Individual,48000,First Owner,Petrol,Automatic,21.4
2672,Ford Figo Diesel ZXI,919999,220000,2012,8,Individual,90000,First Owner,Diesel,Manual,20
2673,Hyundai Verna CRDi 1.6 SX,1310000,844999,2017,3,Dealer,40500,First Owner,Diesel,Manual,22
2674,Hyundai Creta 1.6 SX Diesel,1180000,1310000,2018,2,Individual,19000,First Owner,Diesel,Manual,20.5
2675,Mahindra Scorpio VLX 2WD BSIII,1630000,695000,2012,8,Dealer,89000,First Owner,Diesel,Manual,12.05
2676,Mahindra Bolero 2011-2019 SLX,915000,450000,2013,7,Dealer,108875,First Owner,Diesel,Manual,15.96
2677,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,712000,669000,2019,1,Dealer,35166,First Owner,Petrol,Manual,18.9
2678,Jeep Compass 2.0 Sport Plus BSIV,2205000,1750000,2019,1,Individual,13500,First Owner,Diesel,Manual,17.1
2679,Mahindra Scorpio S10 7 Seater,1544000,1240000,2016,4,Trustmark Dealer,65273,First Owner,Diesel,Manual,15.4
2680,Maruti Ciaz 1.4 Alpha,961999,775000,2018,2,Dealer,36000,First Owner,Petrol,Manual,20.73
2681,Maruti Swift VXI,646000,610000,2018,2,Dealer,7000,First Owner,Petrol,Manual,22
2682,Maruti Wagon R VXI 1.2 BSIV,555000,340000,2015,5,Dealer,70000,First Owner,Petrol,Manual,21.5
2683,Maruti Ciaz VXi Plus,980000,495000,2016,4,Dealer,67248,First Owner,Petrol,Manual,20.73
2684,Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,713000,690000,2018,2,Dealer,58000,First Owner,Petrol,Manual,16.2
2685,Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,1966000,1560000,2017,3,Individual,120000,First Owner,Diesel,Manual,13.68
2686,Honda Amaze S Diesel BSIV,860000,545000,2015,5,Dealer,48000,First Owner,Diesel,Manual,27.4
2687,Hyundai Creta 1.6 SX Option,1168000,1100000,2017,3,Dealer,32500,First Owner,Petrol,Manual,15.8
2688,Mahindra Bolero 2011-2019 ZLX,915000,550000,2014,6,Dealer,78000,First Owner,Diesel,Manual,15.96
2689,Renault KWID 1.0 RXL,363000,310000,2017,3,Individual,50000,First Owner,Petrol,Manual,23.01
2690,BMW 3 Series 320d Sedan,5104000,999000,2010,10,Dealer,141000,First Owner,Diesel,Automatic,16.07
2691,Hyundai Creta 1.4 E Plus,1233000,999000,2018,2,Individual,25000,First Owner,Diesel,Manual,22.1
2692,Maruti Wagon R VXI,557000,375000,2014,6,Dealer,27894,First Owner,Petrol,Manual,21.79
2693,Hyundai Verna 1.6 SX,1285000,620000,2013,7,Individual,50000,First Owner,Diesel,Manual,22.32
2694,Ford Ecosport 2015-2021 1.5 Diesel Ambiente BSIV,1000000,740000,2018,2,Individual,74000,First Owner,Diesel,Manual,23
2695,Honda Amaze S i-VTEC,721000,685000,2019,1,Dealer,4387,First Owner,Petrol,Manual,17.8
2696,Hyundai Creta 1.6 CRDi SX,1233000,1100000,2017,3,Dealer,116589,First Owner,Diesel,Manual,19.67
2697,Maruti Swift Dzire VXI 1.2 BS IV,680000,630000,2018,2,Individual,35000,First Owner,Petrol,Manual,22
2698,Mahindra Bolero 2011-2019 Plus - AC BSII,883000,409999,2015,5,Dealer,89635,First Owner,Diesel,Manual,13.6
2699,Hyundai Creta 1.6 CRDi SX Plus,1233000,1275000,2017,3,Dealer,55321,First Owner,Diesel,Manual,19.67
2700,BMW 3 Series 320d Sedan,5104000,1250000,2012,8,Dealer,158000,First Owner,Diesel,Automatic,16.07
2701,Hyundai i20 1.2 Asta Dual Tone,798000,715000,2018,2,Dealer,22218,First Owner,Petrol,Manual,18.6
2702,Hyundai Creta 1.4 E Plus,1233000,919999,2018,2,Individual,30000,First Owner,Diesel,Manual,22.1
2703,Ford Freestyle Titanium Diesel BSIV,958000,790000,2019,1,Individual,25000,First Owner,Diesel,Manual,24.4
2704,Maruti Alto 800 LXI,365000,285000,2013,7,Dealer,45000,First Owner,Petrol,Manual,22.74
2705,Ford Ecosport 1.5 DV5 MT Titanium,1031000,459999,2013,7,Dealer,233000,First Owner,Diesel,Manual,22.7
2706,Volkswagen Polo 1.2 MPI Comfortline,704000,513999,2015,5,Dealer,48900,First Owner,Petrol,Manual,16.47
2707,Mahindra Scorpio M2DI,1517000,400000,2011,9,Individual,60000,First Owner,Diesel,Manual,13.5
2708,Maruti Baleno Delta Automatic,680000,660000,2018,2,Dealer,20332,First Owner,Petrol,Automatic,21.4
2709,Ford Ecosport 2015-2021 S Diesel BSIV,1016000,1135000,2018,2,Dealer,22128,First Owner,Diesel,Manual,23
2710,Maruti Alto 800 LXI Opt BSIV,365000,360000,2019,1,Dealer,21900,First Owner,Petrol,Manual,24.7
2711,Honda City 1.5 V MT,1334000,350000,2008,12,Individual,78000,First Owner,Petrol,Manual,17
2712,Maruti Celerio ZXI Optional AMT BSIV,530000,530000,2019,1,Individual,25000,First Owner,Petrol,Automatic,23.1
2713,Hyundai i10 Magna 1.2,712000,330000,2009,11,Dealer,18000,First Owner,Petrol,Manual,20.36
2714,Honda Amaze VX CVT Diesel BSIV,860000,795000,2019,1,Individual,10000,First Owner,Diesel,Automatic,23.8
2715,Hyundai Creta 1.4 S,1229000,950000,2018,2,Individual,90000,First Owner,Diesel,Manual,22.1
2716,Hyundai Creta 1.6 VTVT AT SX Plus,1168000,1095000,2016,4,Dealer,37000,First Owner,Petrol,Automatic,13
2717,Honda City i DTEC V,1495000,690000,2015,5,Dealer,58972,First Owner,Diesel,Manual,26
2718,Maruti Baleno Alpha,683000,770000,2017,3,Dealer,20000,First Owner,Petrol,Manual,21.01
2719,Jeep Compass 2.0 Longitude Option BSIV,2186000,1500000,2018,2,Individual,50000,First Owner,Diesel,Manual,17.1
2720,Hyundai i20 2015-2017 Asta 1.4 CRDi,960000,660000,2016,4,Dealer,54000,First Owner,Diesel,Manual,22.54
2721,Hyundai Creta 1.6 SX Option Executive Diesel,1211000,1500000,2018,2,Individual,25000,First Owner,Diesel,Manual,20.5
2722,Hyundai Creta 1.4 CRDi S Plus,1232000,1100000,2017,3,Individual,53000,First Owner,Diesel,Manual,21.38
2723,Maruti Baleno Delta,669000,578000,2019,1,Individual,13500,First Owner,Petrol,Manual,21.01
2724,Tata Safari 2005-2017 DICOR 2.2 EX 4x2,1485000,300000,2009,11,Individual,110000,First Owner,Diesel,Manual,11.57
2725,Renault KWID 1.0 RXT Optional,368000,325000,2016,4,Dealer,45500,First Owner,Petrol,Manual,23.01
2726,Maruti Alto 800 LXI,365000,329000,2018,2,Dealer,18404,First Owner,Petrol,Manual,24.7
2727,Maruti Wagon R LXI Minor,517000,150000,2009,11,Individual,60000,First Owner,Petrol,Manual,18.9
2728,Ford Ecosport 2015-2021 1.0 Ecoboost Platinum Edition BSIV,935000,950000,2017,3,Dealer,11000,First Owner,Petrol,Manual,18.88
2729,Hyundai Verna 1.6 SX CRDi (O),1285000,520000,2012,8,Individual,100000,First Owner,Diesel,Manual,22.32
2730,Honda City i DTEC VX,1465000,610000,2014,6,Individual,51000,First Owner,Diesel,Manual,25.1
2731,Renault KWID RXT,408000,325000,2018,2,Individual,39000,First Owner,Petrol,Manual,25.17
2732,Maruti Alto 800 LXI,352000,310000,2017,3,Dealer,60000,First Owner,Petrol,Manual,22.74
2733,Renault KWID RXT,368000,400000,2018,2,Dealer,26000,First Owner,Petrol,Manual,25.17
2734,Renault KWID RXT,349000,280000,2017,3,Individual,50000,First Owner,Petrol,Manual,25.17
2735,Skoda Superb 1.8 TSI MT,3822000,450000,2009,11,Dealer,114447,First Owner,Petrol,Manual,13.14
2736,Mahindra Scorpio VLX 2.2 mHawk BSIII,1550000,540000,2011,9,Dealer,87563,First Owner,Diesel,Manual,12.05
2737,Maruti Alto 800 LXI,340000,310000,2018,2,Individual,20000,First Owner,Petrol,Manual,24.7
2738,Maruti Wagon R VXI Optional,538000,380000,2015,5,Individual,70000,First Owner,Petrol,Manual,20.51
2739,Mahindra KUV100 NXT G80 K2,697000,480000,2019,1,Individual,17000,First Owner,Petrol,Manual,18.15
2740,Ford Ecosport 1.5 DV5 MT Titanium,1014000,750000,2015,5,Dealer,16000,First Owner,Diesel,Manual,22.7
2741,Tata Safari 2005-2017 DICOR 2.2 EX 4x2 BS IV,1485000,270000,2011,9,Individual,120000,First Owner,Diesel,Manual,13.93
2742,Ford Aspire 1.2 Ti-VCT Titanium,691000,530000,2018,2,Individual,50000,First Owner,Petrol,Manual,18.16
2743,Mahindra XUV500 W10 2WD,1641000,1300000,2017,3,Individual,43000,First Owner,Diesel,Manual,16
2744,Ford Freestyle Trend Petrol BSIV,694000,670000,2019,1,Dealer,5000,First Owner,Petrol,Manual,19
2745,Hyundai i20 1.4 CRDi Sportz,934000,320000,2011,9,Individual,100000,First Owner,Diesel,Manual,23
2746,Tata Safari 2005-2017 DICOR 2.2 EX 4x2,1485000,120000,2009,11,Individual,270000,First Owner,Diesel,Manual,11.57
2747,Hyundai i10 Era 1.1,701000,240000,2010,10,Dealer,60000,First Owner,Petrol,Manual,19.81
2748,Mahindra Scorpio EX,1517000,372000,2012,8,Individual,120000,First Owner,Diesel,Manual,14
2749,Maruti Baleno Delta Automatic,670000,650000,2019,1,Individual,10000,First Owner,Petrol,Automatic,21.4
2750,Ford Figo Diesel ZXI,919999,250000,2012,8,Dealer,76000,First Owner,Diesel,Manual,20
2751,Hyundai i20 1.4 CRDi Asta,960000,475000,2012,8,Dealer,79975,First Owner,Diesel,Manual,23
2752,Maruti Celerio VXI AT,530000,385000,2014,6,Dealer,86000,First Owner,Petrol,Automatic,23.1
2753,Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2001000,1850000,2017,3,Dealer,86032,First Owner,Diesel,Manual,13.68
2754,Maruti Wagon R AMT VXI Option,536000,500000,2016,4,Individual,31200,First Owner,Petrol,Automatic,20.51
2755,Maruti Alto 800 LXI Anniversary Edition,352000,275000,2016,4,Dealer,60000,First Owner,Petrol,Manual,22.74
2756,Hyundai i20 Asta 1.4 CRDi (Diesel),960000,785000,2018,2,Dealer,26830,First Owner,Diesel,Manual,23
2757,Maruti Swift Dzire AMT ZXI Plus,674000,730000,2018,2,Individual,50000,First Owner,Petrol,Automatic,21.21
2758,Mercedes-Benz C-Class 250 CDI Classic,5173000,1275000,2011,9,Dealer,72000,First Owner,Diesel,Automatic,15.8
2759,Ford Freestyle Titanium Petrol BSIV,695000,721000,2019,1,Individual,13400,First Owner,Petrol,Manual,19
2760,Hyundai Creta 1.4 CRDi S,1233000,950000,2017,3,Dealer,71841,First Owner,Diesel,Manual,21.38
2761,Mahindra Scorpio EX,1517000,400000,2012,8,Individual,70000,First Owner,Diesel,Manual,14
2762,Maruti Celerio VXI AT,530000,450000,2016,4,Dealer,54000,First Owner,Petrol,Automatic,23.1
2763,Maruti Baleno Zeta Automatic,730000,750000,2019,1,Dealer,8700,First Owner,Petrol,Automatic,21.4
2764,Ford Figo 1.5D Trend Plus MT,919999,409999,2015,5,Dealer,66000,First Owner,Diesel,Manual,25.83
2765,Maruti Swift VXi BSIV,654000,470000,2016,4,Dealer,67000,First Owner,Petrol,Manual,16.1
2766,Maruti Baleno Zeta,730000,610000,2016,4,Dealer,49726,First Owner,Petrol,Manual,21.01
2767,Hyundai i20 Asta 1.4 CRDi,942000,450000,2014,6,Individual,100000,First Owner,Diesel,Manual,22.54
2768,BMW 3 Series GT 320d Luxury Line,5148000,3300000,2017,3,Dealer,50000,First Owner,Diesel,Automatic,19.59
2769,Hyundai Grand i10 Sportz Plus,687000,625000,2019,1,Dealer,11000,First Owner,Petrol,Manual,18.9
2770,Hyundai i10 Sportz 1.2,701000,350000,2014,6,Dealer,57723,First Owner,Petrol,Manual,20.36
2771,Hyundai i20 2015-2017 Magna 1.4 CRDi,960000,500000,2017,3,Dealer,35000,First Owner,Diesel,Manual,22.54
2772,Hyundai i20 1.4 Asta,974000,750000,2018,2,Individual,104000,First Owner,Diesel,Manual,22.54
2773,Ford Aspire 1.5 TDCi Trend,960000,549000,2016,4,Individual,80000,First Owner,Diesel,Manual,25.83
2774,Mahindra Bolero 2011-2019 DI - AC BS III,926000,560000,2014,6,Individual,70000,First Owner,Diesel,Manual,15.96
2775,Hyundai i10 Magna 1.2,712000,300000,2011,9,Dealer,50000,First Owner,Petrol,Manual,20.36
2776,Hyundai i20 1.2 Magna Executive,798000,585000,2017,3,Individual,32000,First Owner,Petrol,Manual,18.6
2777,Maruti Wagon R VXI,539000,411000,2015,5,Dealer,22000,First Owner,Petrol,Manual,20.51
2778,Renault KWID 1.0 RXT AMT BSIV,368000,448000,2019,1,Individual,10000,First Owner,Petrol,Automatic,24.04
2779,Hyundai Creta 1.6 CRDi SX Option,1233000,1575000,2019,1,Dealer,23000,First Owner,Diesel,Manual,19.67
2780,Maruti Ignis 1.2 Zeta BSIV,548000,420000,2017,3,Individual,43000,First Owner,Petrol,Manual,20.89
2781,Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,932000,790000,2019,1,Dealer,58000,First Owner,Petrol,Manual,17
2782,Hyundai Creta 1.6 CRDi SX,1229000,1040000,2017,3,Dealer,66000,First Owner,Diesel,Manual,19.67
2783,Maruti Alto 800 LXI,365000,280000,2013,7,Dealer,50418,First Owner,Petrol,Manual,22.74
2784,Ford Figo 1.5D Titanium Plus MT,919999,500000,2016,4,Individual,21200,First Owner,Diesel,Manual,25.83
2785,Hyundai Creta 1.4 CRDi S,1211000,921000,2016,4,Individual,52500,First Owner,Diesel,Manual,21.38
2786,Mahindra XUV500 AT W10 AWD,1567000,1170000,2015,5,Individual,50000,First Owner,Diesel,Automatic,16
2787,Ford Figo Diesel ZXI,911999,275000,2010,10,Dealer,67000,First Owner,Diesel,Manual,20
2788,Maruti Alto 800 LXI,352000,300000,2017,3,Dealer,54938,First Owner,Petrol,Manual,24.7
2789,Hyundai Creta 1.6 CRDi AT SX Plus,1261000,1195000,2017,3,Dealer,54000,First Owner,Diesel,Automatic,17.01
2790,Mahindra Bolero 2011-2019 Plus AC BSIV PS,883000,480000,2015,5,Dealer,72658,First Owner,Diesel,Manual,15.96
2791,Hyundai Creta 1.6 CRDi SX Option,1233000,1000000,2015,5,Dealer,72248,First Owner,Diesel,Manual,19.67
2792,Toyota Innova Crysta 2.4 ZX 7 STR AT,2001000,2750000,2020,0,Dealer,2500,First Owner,Diesel,Automatic,0
2793,Hyundai Verna 1.6 SX CRDI (O) AT,1296000,880000,2017,3,Dealer,50000,First Owner,Diesel,Automatic,22.32
2794,Maruti Swift Dzire ZXI,688000,600000,2015,5,Individual,16500,First Owner,Petrol,Manual,20.85
2795,Honda Jazz V,880000,490000,2015,5,Dealer,40876,First Owner,Petrol,Manual,16.6
2796,BMW X5 xDrive 30d,8982000,3995000,2014,6,Dealer,39000,First Owner,Diesel,Automatic,15.3
2797,Ford Figo Diesel Titanium,915000,265000,2010,10,Dealer,93000,First Owner,Diesel,Manual,20
2798,Tata Hexa XM,1410000,1425000,2019,1,Individual,15000,First Owner,Diesel,Manual,17.6
2799,Hyundai i20 Magna,787000,290000,2013,7,Individual,105000,First Owner,Petrol,Manual,18.5
2800,Ford Freestyle Titanium Plus Petrol BSIV,693000,780000,2019,1,Individual,8600,First Owner,Petrol,Manual,19
2801,Hyundai i20 1.2 Asta,798000,475000,2013,7,Dealer,47000,First Owner,Petrol,Manual,17
